tweet_id,followers_count,friends_count,favorite_count,retweet_count,created_at
666837028449972224,8960778,17,745,498,2015-11-18 04:35:11+00:00
666983947667116034,8960778,17,2342,886,2015-11-18 14:18:59+00:00
666996132027977728,8960778,17,224,80,2015-11-18 15:07:24+00:00
667012601033924608,8960778,17,420,200,2015-11-18 16:12:51+00:00
667044094246576128,8960778,17,174,44,2015-11-18 18:17:59+00:00
667062181243039745,8960778,17,201,47,2015-11-18 19:29:52+00:00
667065535570550784,8960778,17,155,40,2015-11-18 19:43:11+00:00
667070482143944705,8960778,17,76,13,2015-11-18 20:02:51+00:00
667073648344346624,8960778,17,372,108,2015-11-18 20:15:26+00:00
667090893657276420,8960778,17,307,115,2015-11-18 21:23:57+00:00
667119796878725120,8960778,17,305,118,2015-11-18 23:18:48+00:00
667138269671505920,8960778,17,4207,1984,2015-11-19 00:32:12+00:00
667152164079423490,8960778,17,44046,15319,2015-11-19 01:27:25+00:00
667160273090932737,8960778,17,234,55,2015-11-19 01:59:39+00:00
667165590075940865,8960778,17,2484,1026,2015-11-19 02:20:46+00:00
667171260800061440,8960778,17,202,76,2015-11-19 02:43:18+00:00
667174963120574464,8960778,17,229,71,2015-11-19 02:58:01+00:00
667176164155375616,8960778,17,564,414,2015-11-19 03:02:47+00:00
667177989038297088,8960778,17,177,50,2015-11-19 03:10:02+00:00
667182792070062081,8960778,17,13172,5585,2015-11-19 03:29:07+00:00
667188689915760640,8960778,17,684,360,2015-11-19 03:52:34+00:00
667192066997374976,8960778,17,353,88,2015-11-19 04:05:59+00:00
667200525029539841,8960778,17,571,239,2015-11-19 04:39:35+00:00
667211855547486208,8960778,17,448,220,2015-11-19 05:24:37+00:00
667369227918143488,8960778,17,338,151,2015-11-19 15:49:57+00:00
667393430834667520,8960778,17,179,51,2015-11-19 17:26:08+00:00
667405339315146752,8960778,17,432,206,2015-11-19 18:13:27+00:00
667435689202614272,8960778,17,286,79,2015-11-19 20:14:03+00:00
667437278097252352,8960778,17,416,213,2015-11-19 20:20:22+00:00
667443425659232256,8960778,17,715,528,2015-11-19 20:44:47+00:00
667453023279554560,8960778,17,292,80,2015-11-19 21:22:56+00:00
667455448082227200,8960778,17,178,56,2015-11-19 21:32:34+00:00
667470559035432960,8960778,17,234,88,2015-11-19 22:32:36+00:00
667491009379606528,8960778,17,481,206,2015-11-19 23:53:52+00:00
667495797102141441,8960778,17,485,244,2015-11-20 00:12:54+00:00
667502640335572993,8960778,17,504,201,2015-11-20 00:40:05+00:00
667509364010450944,8960778,17,6317,1945,2015-11-20 01:06:48+00:00
667517642048163840,8960778,17,344,176,2015-11-20 01:39:42+00:00
667524857454854144,8960778,17,1573,1027,2015-11-20 02:08:22+00:00
667530908589760512,8960778,17,433,219,2015-11-20 02:32:25+00:00
667534815156183040,8960778,17,759,481,2015-11-20 02:47:56+00:00
667538891197542400,8960778,17,190,60,2015-11-20 03:04:08+00:00
667544320556335104,8960777,17,795,486,2015-11-20 03:25:43+00:00
667546741521195010,8960777,17,316,115,2015-11-20 03:35:20+00:00
667549055577362432,8960777,17,5332,2059,2015-11-20 03:44:31+00:00
667550882905632768,8960777,17,0,26,2015-11-20 03:51:47+00:00
667550904950915073,8960777,17,0,30,2015-11-20 03:51:52+00:00
667724302356258817,8960777,17,445,289,2015-11-20 15:20:54+00:00
667728196545200128,8960777,17,349,140,2015-11-20 15:36:22+00:00
667766675769573376,8960777,17,405,200,2015-11-20 18:09:16+00:00
667773195014021121,8960777,17,217,48,2015-11-20 18:35:10+00:00
667782464991965184,8960777,17,383,225,2015-11-20 19:12:01+00:00
667793409583771648,8960777,17,645,306,2015-11-20 19:55:30+00:00
667801013445750784,8960777,17,302,87,2015-11-20 20:25:43+00:00
667806454573760512,8960777,17,979,448,2015-11-20 20:47:20+00:00
667832474953625600,8960777,17,270,57,2015-11-20 22:30:44+00:00
667861340749471744,8960777,17,229,74,2015-11-21 00:25:26+00:00
667866724293877760,8960777,17,2819,945,2015-11-21 00:46:50+00:00
667873844930215936,8960777,17,580,369,2015-11-21 01:15:07+00:00
667878741721415682,8960777,17,371,107,2015-11-21 01:34:35+00:00
667885044254572545,8960777,17,768,427,2015-11-21 01:59:37+00:00
667886921285246976,8960777,17,1731,977,2015-11-21 02:07:05+00:00
667902449697558528,8960777,17,800,350,2015-11-21 03:08:47+00:00
667911425562669056,8960777,17,453,264,2015-11-21 03:44:27+00:00
667915453470232577,8960777,17,196,51,2015-11-21 04:00:28+00:00
667924896115245057,8960777,17,275,97,2015-11-21 04:37:59+00:00
667937095915278337,8960777,17,1154,732,2015-11-21 05:26:27+00:00
668113020489474048,8960777,17,620,217,2015-11-21 17:05:31+00:00
668142349051129856,8960777,17,537,257,2015-11-21 19:02:04+00:00
668154635664932864,8960777,17,463,286,2015-11-21 19:50:53+00:00
668171859951755264,8960777,17,452,173,2015-11-21 20:59:20+00:00
668190681446379520,8960777,17,603,183,2015-11-21 22:14:07+00:00
668204964695683073,8960777,17,521,182,2015-11-21 23:10:52+00:00
668221241640230912,8960777,17,475,181,2015-11-22 00:15:33+00:00
668226093875376128,8960777,17,270,92,2015-11-22 00:34:50+00:00
668237644992782336,8960777,17,5725,2585,2015-11-22 01:20:44+00:00
668248472370458624,8960777,17,884,431,2015-11-22 02:03:45+00:00
668256321989451776,8960777,17,1203,545,2015-11-22 02:34:57+00:00
668268907921326080,8960777,17,511,214,2015-11-22 03:24:58+00:00
668274247790391296,8960777,17,765,212,2015-11-22 03:46:11+00:00
668286279830867968,8960777,17,471,125,2015-11-22 04:33:59+00:00
668291999406125056,8960777,17,227,29,2015-11-22 04:56:43+00:00
668297328638447616,8960777,17,581,273,2015-11-22 05:17:54+00:00
668466899341221888,8960777,17,817,465,2015-11-22 16:31:42+00:00
668480044826800133,8960777,17,423,130,2015-11-22 17:23:57+00:00
668484198282485761,8960777,17,392,215,2015-11-22 17:40:27+00:00
668496999348633600,8960777,17,380,120,2015-11-22 18:31:19+00:00
668507509523615744,8960777,17,302,95,2015-11-22 19:13:05+00:00
668528771708952576,8960777,17,431,204,2015-11-22 20:37:34+00:00
668537837512433665,8960777,17,237,64,2015-11-22 21:13:35+00:00
668542336805281792,8960777,17,422,193,2015-11-22 21:31:28+00:00
668544745690562560,8960777,17,476,209,2015-11-22 21:41:02+00:00
668567822092664832,8960776,17,221,49,2015-11-22 23:12:44+00:00
668587383441514497,8960776,17,1553,977,2015-11-23 00:30:28+00:00
668614819948453888,8960776,17,575,294,2015-11-23 02:19:29+00:00
668620235289837568,8960776,17,184,36,2015-11-23 02:41:01+00:00
668623201287675904,8960776,17,1310,686,2015-11-23 02:52:48+00:00
668625577880875008,8960776,17,352,118,2015-11-23 03:02:14+00:00
668627278264475648,8960776,17,290,100,2015-11-23 03:09:00+00:00
668631377374486528,8960776,17,656,294,2015-11-23 03:25:17+00:00
668633411083464705,8960776,17,2583,1460,2015-11-23 03:33:22+00:00
668636665813057536,8960776,17,964,453,2015-11-23 03:46:18+00:00
668641109086707712,8960776,17,988,496,2015-11-23 04:03:57+00:00
668643542311546881,8960776,17,810,472,2015-11-23 04:13:37+00:00
668645506898350081,8960776,17,810,484,2015-11-23 04:21:26+00:00
668655139528511488,8960776,17,488,202,2015-11-23 04:59:42+00:00
668779399630725120,8960776,17,664,342,2015-11-23 13:13:28+00:00
668815180734689280,8960776,17,517,237,2015-11-23 15:35:39+00:00
668826086256599040,8960776,17,396,122,2015-11-23 16:18:59+00:00
668852170888998912,8960776,17,423,147,2015-11-23 18:02:38+00:00
668872652652679168,8960776,17,493,279,2015-11-23 19:24:02+00:00
668892474547511297,8960776,17,371,135,2015-11-23 20:42:48+00:00
668902994700836864,8960776,17,297,91,2015-11-23 21:24:36+00:00
668932921458302977,8960776,17,238,52,2015-11-23 23:23:31+00:00
668955713004314625,8960776,17,255,65,2015-11-24 00:54:05+00:00
668960084974809088,8960776,17,655,224,2015-11-24 01:11:27+00:00
668967877119254528,8961291,17,135,21,2015-11-24 01:42:25+00:00
668975677807423489,8960776,17,1209,530,2015-11-24 02:13:25+00:00
668979806671884288,8960776,17,737,317,2015-11-24 02:29:49+00:00
668981893510119424,8960776,17,503,276,2015-11-24 02:38:07+00:00
668986018524233728,8960776,17,510,149,2015-11-24 02:54:30+00:00
668988183816871936,8960776,17,836,423,2015-11-24 03:03:06+00:00
668989615043424256,8960776,17,622,303,2015-11-24 03:08:48+00:00
668992363537309700,8960776,17,691,311,2015-11-24 03:19:43+00:00
668994913074286592,8960776,17,408,206,2015-11-24 03:29:51+00:00
669000397445533696,8960776,17,19426,5823,2015-11-24 03:51:38+00:00
669006782128353280,8960776,17,541,223,2015-11-24 04:17:01+00:00
669015743032369152,8960776,17,688,345,2015-11-24 04:52:37+00:00
669037058363662336,8960776,17,608,285,2015-11-24 06:17:19+00:00
669203728096960512,8960776,17,935,430,2015-11-24 17:19:36+00:00
669214165781868544,8960776,17,403,148,2015-11-24 18:01:05+00:00
669216679721873412,8960776,17,1107,371,2015-11-24 18:11:04+00:00
669324657376567296,8960776,17,458,191,2015-11-25 01:20:08+00:00
669327207240699904,8960776,17,535,112,2015-11-25 01:30:16+00:00
669328503091937280,8960776,17,944,383,2015-11-25 01:35:25+00:00
669351434509529089,8960776,17,403,166,2015-11-25 03:06:32+00:00
669353438988365824,8960776,17,584,240,2015-11-25 03:14:30+00:00
669354382627049472,8960776,17,2503,1170,2015-11-25 03:18:15+00:00
669359674819481600,8960776,17,347,110,2015-11-25 03:39:17+00:00
669363888236994561,8960776,17,582,209,2015-11-25 03:56:01+00:00
669367896104181761,8960776,17,427,140,2015-11-25 04:11:57+00:00
669371483794317312,8960776,17,457,163,2015-11-25 04:26:12+00:00
669375718304980992,8960776,17,1231,665,2015-11-25 04:43:02+00:00
669393256313184256,8960776,17,333,67,2015-11-25 05:52:43+00:00
669564461267722241,8960776,17,363,110,2015-11-25 17:13:02+00:00
669567591774625800,8960776,17,220,48,2015-11-25 17:25:28+00:00
669571471778410496,8960776,17,1479,930,2015-11-25 17:40:53+00:00
669573570759163904,8960776,17,405,127,2015-11-25 17:49:14+00:00
669583744538451968,8960776,17,1382,851,2015-11-25 18:29:39+00:00
669597912108789760,8960776,17,478,139,2015-11-25 19:25:57+00:00
669603084620980224,8960776,17,891,335,2015-11-25 19:46:30+00:00
669625907762618368,8960776,17,3275,1657,2015-11-25 21:17:12+00:00
669661792646373376,8960776,17,755,391,2015-11-25 23:39:47+00:00
669680153564442624,8960776,17,624,266,2015-11-26 00:52:45+00:00
669682095984410625,8960776,17,330,124,2015-11-26 01:00:28+00:00
669683899023405056,8960776,17,353,100,2015-11-26 01:07:38+00:00
669684865554620416,8960776,17,474,82,2015-11-26 01:11:28+00:00
669749430875258880,8960776,17,243,60,2015-11-26 05:28:02+00:00
669753178989142016,8960776,17,744,366,2015-11-26 05:42:55+00:00
669923323644657664,8960776,17,219,53,2015-11-26 16:59:01+00:00
669926384437997569,8960776,17,352,87,2015-11-26 17:11:11+00:00
669942763794931712,8960776,17,465,144,2015-11-26 18:16:16+00:00
669970042633789440,8960776,17,282,50,2015-11-26 20:04:40+00:00
669972011175813120,8960776,17,412,141,2015-11-26 20:12:29+00:00
669993076832759809,8960776,17,301,75,2015-11-26 21:36:12+00:00
670003130994700288,8960776,17,311,84,2015-11-26 22:16:09+00:00
670037189829525505,8960776,17,551,253,2015-11-27 00:31:29+00:00
670040295598354432,8960776,17,703,103,2015-11-27 00:43:49+00:00
670046952931721218,8960776,17,600,159,2015-11-27 01:10:17+00:00
670055038660800512,8960776,17,616,296,2015-11-27 01:42:24+00:00
670061506722140161,8960776,17,703,304,2015-11-27 02:08:07+00:00
670069087419133954,8960776,17,580,217,2015-11-27 02:38:14+00:00
670073503555706880,8960776,17,1453,720,2015-11-27 02:55:47+00:00
670079681849372674,8960776,17,2055,1120,2015-11-27 03:20:20+00:00
670086499208155136,8960776,17,651,231,2015-11-27 03:47:25+00:00
670093938074779648,8960776,17,957,305,2015-11-27 04:16:59+00:00
670290420111441920,8960776,17,650,262,2015-11-27 17:17:44+00:00
670303360680108032,8960776,17,407,120,2015-11-27 18:09:09+00:00
670319130621435904,8960776,17,3627,1123,2015-11-27 19:11:49+00:00
670338931251150849,8960776,17,400,101,2015-11-27 20:30:30+00:00
670361874861563904,8960776,17,309,60,2015-11-27 22:01:40+00:00
670374371102445568,8960776,17,700,248,2015-11-27 22:51:19+00:00
670385711116361728,8960776,17,523,189,2015-11-27 23:36:23+00:00
670403879788544000,8960776,17,398,141,2015-11-28 00:48:35+00:00
670408998013820928,8960776,17,517,201,2015-11-28 01:08:55+00:00
670411370698022913,8960776,17,1879,818,2015-11-28 01:18:21+00:00
670417414769758208,8960776,17,534,300,2015-11-28 01:42:22+00:00
670420569653809152,8960776,17,574,288,2015-11-28 01:54:54+00:00
670421925039075328,8960776,17,1219,578,2015-11-28 02:00:17+00:00
670427002554466305,8960776,17,488,147,2015-11-28 02:20:27+00:00
670428280563085312,8960776,17,1295,565,2015-11-28 02:25:32+00:00
670433248821026816,8960776,17,310,103,2015-11-28 02:45:17+00:00
670434127938719744,8960776,17,1322,591,2015-11-28 02:48:46+00:00
670435821946826752,8960776,17,987,473,2015-11-28 02:55:30+00:00
670442337873600512,8960776,17,601,185,2015-11-28 03:21:24+00:00
670444955656130560,8960776,17,6292,1821,2015-11-28 03:31:48+00:00
670449342516494336,8960776,17,1122,596,2015-11-28 03:49:14+00:00
670452855871037440,8960776,17,512,188,2015-11-28 04:03:11+00:00
670465786746662913,8960776,17,907,503,2015-11-28 04:54:34+00:00
670468609693655041,8960775,17,336,81,2015-11-28 05:05:47+00:00
670474236058800128,8960775,17,1407,679,2015-11-28 05:28:09+00:00
670668383499735048,8960775,17,9927,4573,2015-11-28 18:19:37+00:00
670676092097810432,8960775,17,228,37,2015-11-28 18:50:15+00:00
670679630144274432,8960775,17,700,257,2015-11-28 19:04:19+00:00
670691627984359425,8960775,17,549,221,2015-11-28 19:51:59+00:00
670704688707301377,8960775,17,725,343,2015-11-28 20:43:53+00:00
670717338665226240,8960775,17,1107,442,2015-11-28 21:34:09+00:00
670727704916926465,8960775,17,777,328,2015-11-28 22:15:21+00:00
670733412878163972,8960775,17,894,470,2015-11-28 22:38:01+00:00
670755717859713024,8960775,17,405,96,2015-11-29 00:06:39+00:00
670764103623966721,8960775,17,1010,388,2015-11-29 00:39:59+00:00
670778058496974848,8960775,17,311,68,2015-11-29 01:35:26+00:00
670780561024270336,8960775,17,737,266,2015-11-29 01:45:22+00:00
670782429121134593,8960775,17,1431,704,2015-11-29 01:52:48+00:00
670783437142401025,8960775,17,774,351,2015-11-29 01:56:48+00:00
670786190031921152,8960775,17,557,183,2015-11-29 02:07:44+00:00
670789397210615808,8960775,17,611,219,2015-11-29 02:20:29+00:00
670792680469889025,8960775,17,776,251,2015-11-29 02:33:32+00:00
670797304698376195,8960775,17,689,213,2015-11-29 02:51:54+00:00
670803562457407488,8960775,17,320,83,2015-11-29 03:16:46+00:00
670804601705242624,8960775,17,1827,876,2015-11-29 03:20:54+00:00
670807719151067136,8960775,17,1084,450,2015-11-29 03:33:17+00:00
670811965569282048,8960775,17,1050,246,2015-11-29 03:50:10+00:00
670815497391357952,8960775,17,2938,1405,2015-11-29 04:04:12+00:00
670822709593571328,8960775,17,562,89,2015-11-29 04:32:51+00:00
670823764196741120,8960775,17,718,170,2015-11-29 04:37:03+00:00
670826280409919488,8960775,17,5124,3719,2015-11-29 04:47:03+00:00
670832455012716544,8960775,17,676,198,2015-11-29 05:11:35+00:00
670833812859932673,8960775,17,405,113,2015-11-29 05:16:59+00:00
670838202509447168,8960775,17,1028,637,2015-11-29 05:34:25+00:00
670840546554966016,8960775,17,545,178,2015-11-29 05:43:44+00:00
670842764863651840,8960775,17,22987,7983,2015-11-29 05:52:33+00:00
670995969505435648,8960775,17,1026,265,2015-11-29 16:01:20+00:00
671109016219725825,8960775,17,1067,399,2015-11-29 23:30:32+00:00
671115716440031232,8960775,17,1269,714,2015-11-29 23:57:10+00:00
671122204919246848,8960775,17,3231,2306,2015-11-30 00:22:57+00:00
671134062904504320,8960775,17,692,175,2015-11-30 01:10:04+00:00
671138694582165504,8960775,17,858,370,2015-11-30 01:28:28+00:00
671141549288370177,8960775,17,1074,603,2015-11-30 01:39:49+00:00
671147085991960577,8960775,17,619,201,2015-11-30 02:01:49+00:00
671151324042559489,8960775,17,617,139,2015-11-30 02:18:39+00:00
671154572044468225,8960775,17,660,203,2015-11-30 02:31:34+00:00
671159727754231808,8960775,17,335,74,2015-11-30 02:52:03+00:00
671163268581498880,8960775,17,1525,1013,2015-11-30 03:06:07+00:00
671166507850801152,8960775,17,809,313,2015-11-30 03:18:59+00:00
671182547775299584,8960775,17,1036,308,2015-11-30 04:22:44+00:00
671186162933985280,8960775,17,676,190,2015-11-30 04:37:05+00:00
671347597085433856,8960775,17,882,389,2015-11-30 15:18:34+00:00
671355857343524864,8960775,17,452,111,2015-11-30 15:51:24+00:00
671357843010908160,8960775,17,372,144,2015-11-30 15:59:17+00:00
671362598324076544,8960775,17,1036,270,2015-11-30 16:18:11+00:00
671390180817915904,8960775,17,1338,688,2015-11-30 18:07:47+00:00
671485057807351808,8960775,17,713,214,2015-12-01 00:24:48+00:00
671486386088865792,8960775,17,538,181,2015-12-01 00:30:04+00:00
671488513339211776,8960775,17,935,440,2015-12-01 00:38:31+00:00
671497587707535361,8960775,17,861,416,2015-12-01 01:14:35+00:00
671504605491109889,8960775,17,6501,3294,2015-12-01 01:42:28+00:00
671511350426865664,8960775,17,1481,645,2015-12-01 02:09:16+00:00
671518598289059840,8960775,17,882,272,2015-12-01 02:38:04+00:00
671520732782923777,8960775,17,1298,488,2015-12-01 02:46:33+00:00
671528761649688577,8960775,17,783,235,2015-12-01 03:18:27+00:00
671533943490011136,8960775,17,948,533,2015-12-01 03:39:03+00:00
671536543010570240,8960775,17,1099,371,2015-12-01 03:49:23+00:00
671538301157904385,8960775,17,867,352,2015-12-01 03:56:22+00:00
671542985629241344,8960775,17,1016,518,2015-12-01 04:14:59+00:00
671544874165002241,8960775,17,1827,958,2015-12-01 04:22:29+00:00
671547767500775424,8960775,17,1256,541,2015-12-01 04:33:59+00:00
671550332464455680,8960775,17,844,193,2015-12-01 04:44:10+00:00
671561002136281088,8960775,17,11923,6656,2015-12-01 05:26:34+00:00
671729906628341761,8960775,17,7918,3989,2015-12-01 16:37:44+00:00
671735591348891648,8960775,17,1345,694,2015-12-01 17:00:19+00:00
671743150407421952,8960775,17,700,218,2015-12-01 17:30:22+00:00
671744970634719232,8960775,17,1264,708,2015-12-01 17:37:36+00:00
671763349865160704,8960774,17,1552,831,2015-12-01 18:50:38+00:00
671768281401958400,8960774,17,1117,456,2015-12-01 19:10:13+00:00
671789708968640512,8960774,17,6592,3184,2015-12-01 20:35:22+00:00
671855973984772097,8960774,17,837,398,2015-12-02 00:58:41+00:00
671866342182637568,8960774,17,1051,451,2015-12-02 01:39:53+00:00
671874878652489728,8960774,17,1171,507,2015-12-02 02:13:48+00:00
671879137494245376,8960774,17,1312,609,2015-12-02 02:30:43+00:00
671882082306625538,8960774,17,3254,1279,2015-12-02 02:42:26+00:00
671891728106971137,8960774,17,1221,520,2015-12-02 03:20:45+00:00
671896809300709376,8960774,17,7933,3855,2015-12-02 03:40:57+00:00
672068090318987265,8960775,17,1200,468,2015-12-02 15:01:33+00:00
672082170312290304,8960775,17,883,338,2015-12-02 15:57:30+00:00
672095186491711488,8960775,17,928,339,2015-12-02 16:49:14+00:00
672125275208069120,8960775,17,2220,1051,2015-12-02 18:48:47+00:00
672139350159835138,8960775,17,1620,639,2015-12-02 19:44:43+00:00
672160042234327040,8961290,17,820,329,2015-12-02 21:06:56+00:00
672169685991993344,8960775,17,954,336,2015-12-02 21:45:16+00:00
672205392827572224,8960775,17,2094,1052,2015-12-03 00:07:09+00:00
672222792075620352,8960775,17,732,193,2015-12-03 01:16:17+00:00
672231046314901505,8960775,17,1702,928,2015-12-03 01:49:05+00:00
672239279297454080,8960775,17,838,297,2015-12-03 02:21:48+00:00
672245253877968896,8960775,17,632,143,2015-12-03 02:45:32+00:00
672248013293752320,8960775,17,1614,552,2015-12-03 02:56:30+00:00
672254177670729728,8961290,17,1338,684,2015-12-03 03:21:00+00:00
672256522047614977,8960775,17,2628,1409,2015-12-03 03:30:19+00:00
672264251789176834,8960775,17,1057,307,2015-12-03 04:01:02+00:00
672267570918129665,8960775,17,1381,565,2015-12-03 04:14:13+00:00
672272411274932228,8960775,17,5998,3093,2015-12-03 04:33:27+00:00
672466075045466113,8960775,17,1261,483,2015-12-03 17:23:00+00:00
672475084225949696,8960775,17,1354,647,2015-12-03 17:58:48+00:00
672481316919734272,8960775,17,672,120,2015-12-03 18:23:34+00:00
672482722825261057,8960775,17,1049,548,2015-12-03 18:29:09+00:00
672488522314567680,8960775,17,1038,399,2015-12-03 18:52:12+00:00
672523490734551040,8960775,17,586,151,2015-12-03 21:11:09+00:00
672538107540070400,8960775,17,951,336,2015-12-03 22:09:14+00:00
672591271085670400,8960775,17,673,174,2015-12-04 01:40:29+00:00
672591762242805761,8960775,17,889,305,2015-12-04 01:42:26+00:00
672594978741354496,8960775,17,1241,566,2015-12-04 01:55:13+00:00
672604026190569472,8960775,17,1029,365,2015-12-04 02:31:10+00:00
672609152938721280,8960775,17,1030,357,2015-12-04 02:51:33+00:00
672614745925664768,8960775,17,1142,534,2015-12-04 03:13:46+00:00
672622327801233409,8960775,17,1206,444,2015-12-04 03:43:54+00:00
672640509974827008,8960775,17,916,289,2015-12-04 04:56:09+00:00
672828477930868736,8960775,17,1166,450,2015-12-04 17:23:04+00:00
672834301050937345,8960775,17,1221,528,2015-12-04 17:46:12+00:00
672877615439593473,8960775,17,962,325,2015-12-04 20:38:19+00:00
672884426393653248,8960775,17,1438,777,2015-12-04 21:05:23+00:00
672898206762672129,8960775,17,845,390,2015-12-04 22:00:08+00:00
672902681409806336,8960775,17,1284,458,2015-12-04 22:17:55+00:00
672964561327235073,8960775,17,1326,589,2015-12-05 02:23:49+00:00
672968025906282496,8960775,17,1240,497,2015-12-05 02:37:35+00:00
672970152493887488,8960775,17,882,328,2015-12-05 02:46:02+00:00
672975131468300288,8960775,17,1563,829,2015-12-05 03:05:49+00:00
672980819271634944,8960775,17,1702,934,2015-12-05 03:28:25+00:00
672984142909456390,8960775,17,1180,506,2015-12-05 03:41:37+00:00
672988786805112832,8960775,17,915,267,2015-12-05 04:00:04+00:00
672995267319328768,8960775,17,882,268,2015-12-05 04:25:50+00:00
672997845381865473,8960775,17,1846,658,2015-12-05 04:36:04+00:00
673148804208660480,8960775,17,1585,578,2015-12-05 14:35:56+00:00
673213039743795200,8960775,17,2081,772,2015-12-05 18:51:11+00:00
673240798075449344,8960775,17,1332,655,2015-12-05 20:41:29+00:00
673270968295534593,8960775,17,1004,334,2015-12-05 22:41:22+00:00
673295268553605120,8960775,17,7022,2914,2015-12-06 00:17:55+00:00
673317986296586240,8960775,17,825,229,2015-12-06 01:48:12+00:00
673320132811366400,8960775,17,12529,7233,2015-12-06 01:56:44+00:00
673342308415348736,8960775,17,1190,527,2015-12-06 03:24:51+00:00
673343217010679808,8960775,17,909,247,2015-12-06 03:28:27+00:00
673345638550134785,8960775,17,2343,1167,2015-12-06 03:38:05+00:00
673350198937153538,8960775,17,712,195,2015-12-06 03:56:12+00:00
673352124999274496,8960775,17,1563,498,2015-12-06 04:03:51+00:00
673355879178194945,8960775,17,1410,529,2015-12-06 04:18:46+00:00
673359818736984064,8960775,17,1354,618,2015-12-06 04:34:25+00:00
673363615379013632,8960775,17,967,281,2015-12-06 04:49:31+00:00
673576835670777856,8960775,17,1293,519,2015-12-06 18:56:46+00:00
673580926094458881,8960775,17,778,254,2015-12-06 19:13:01+00:00
673583129559498752,8960775,17,1119,333,2015-12-06 19:21:47+00:00
673612854080196609,8960775,17,1501,668,2015-12-06 21:19:54+00:00
673636718965334016,8960775,17,1028,333,2015-12-06 22:54:44+00:00
673656262056419329,8960775,17,678,217,2015-12-07 00:12:23+00:00
673662677122719744,8960775,17,1177,342,2015-12-07 00:37:52+00:00
673680198160809984,8960775,17,1280,432,2015-12-07 01:47:30+00:00
673686845050527744,8960775,17,1345,401,2015-12-07 02:13:55+00:00
