tweet_id,created_at,followers,friends,favorites,retweets,cleaned_name,dog_breed,dog_type,prediction_configuration,Rating
886366144734445568,2017-07-15 23:25:31,8960766.0,17.0,19235.0,2774.0,Roscoe,French_bulldog,pupper,0.999201,12.0
886258384151887873,2017-07-15 16:17:19,8960766.0,17.0,25497.0,5541.0,Waffles,pug,None,0.943575,13.0
885984800019947520,2017-07-14 22:10:11,8961281.0,17.0,29654.0,5883.0,Jimbo,Blenheim_spaniel,None,0.972494,12.0
885528943205470208,2017-07-13 15:58:47,8960766.0,17.0,32756.0,5597.0,Maisey,pug,None,0.369275,13.0
885167619883638784,2017-07-12 16:03:00,8961281.0,17.0,19932.0,3836.0,Not_Available,malamute,None,0.8124819999999999,13.0
884925521741709313,2017-07-12 00:01:00,8960766.0,17.0,70034.0,15823.0,Earl,Italian_greyhound,None,0.259916,12.0
884876753390489601,2017-07-11 20:47:12,8960766.0,17.0,25342.0,4900.0,Lola,chow,None,0.822103,13.0
884562892145688576,2017-07-11 00:00:02,8960766.0,17.0,22141.0,4118.0,Kevin,pug,None,0.5464060000000001,13.0
884441805382717440,2017-07-10 15:58:53,8960766.0,17.0,24724.0,4992.0,Not_Available,Pembroke,None,0.993225,14.0
884162670584377345,2017-07-09 21:29:42,8960766.0,17.0,18596.0,2623.0,Yogi,German_shepherd,doggo,0.707046,12.0
883838122936631299,2017-07-09 00:00:04,8960766.0,17.0,19912.0,2994.0,Noah,Doberman,None,0.610946,12.0
883482846933004288,2017-07-08 00:28:19,8960766.0,17.0,41731.0,8658.0,Bella,golden_retriever,None,0.943082,5.0
883360690899218434,2017-07-07 16:22:55,8960766.0,17.0,20665.0,3224.0,Grizzwald,chow,floofer,0.987997,13.0
883117836046086144,2017-07-07 00:17:54,8960766.0,17.0,33771.0,5814.0,Not_Available,golden_retriever,None,0.949562,13.0
882992080364220416,2017-07-06 15:58:11,8960766.0,17.0,21764.0,3397.0,Rusty,Eskimo_dog,None,0.466778,13.0
882762694511734784,2017-07-06 00:46:41,8960766.0,17.0,25729.0,4283.0,Gus,Labrador_retriever,pupper,0.85005,12.0
882627270321602560,2017-07-05 15:48:34,8960766.0,17.0,25552.0,5310.0,Stanley,Pembroke,None,0.542982,13.0
882268110199369728,2017-07-04 16:01:23,8960766.0,17.0,40783.0,10149.0,Alfy,golden_retriever,None,0.762211,13.0
882045870035918850,2017-07-04 01:18:17,8960766.0,17.0,26701.0,4261.0,Koko,golden_retriever,None,0.00694063,13.0
881906580714921986,2017-07-03 16:04:48,8960766.0,17.0,22200.0,2983.0,Rey,Weimaraner,None,0.291539,12.0
881666595344535552,2017-07-03 00:11:11,8960766.0,17.0,46178.0,9357.0,Gary,Saluki,None,0.529012,13.0
881536004380872706,2017-07-02 15:32:16,8960766.0,17.0,45081.0,14045.0,Not_Available,Samoyed,pupper,0.281463,14.0
880872448815771648,2017-06-30 19:35:32,8960766.0,17.0,19421.0,3353.0,Not_Available,Pembroke,None,0.791416,12.0
880465832366813184,2017-06-29 16:39:47,8960766.0,17.0,25928.0,5453.0,Bella,golden_retriever,None,0.913255,12.0
880221127280381952,2017-06-29 00:27:25,8960766.0,17.0,24553.0,3642.0,Jesse,Chihuahua,None,0.238525,12.0
880095782870896641,2017-06-28 16:09:20,8960766.0,17.0,25182.0,3814.0,Not_Available,miniature_pinscher,None,0.120298,11.0
879862464715927552,2017-06-28 00:42:13,8960766.0,17.0,20402.0,3051.0,Romeo,basset,None,0.813507,13.0
879492040517615616,2017-06-27 00:10:17,8960766.0,17.0,21431.0,2780.0,Bailey,German_short-haired_pointer,None,0.479896,12.0
879415818425184262,2017-06-26 19:07:24,8960766.0,17.0,96333.0,39187.0,Duddles,English_springer,None,0.383404,13.0
879376492567855104,2017-06-26 16:31:08,8960766.0,17.0,15392.0,2746.0,Jack,Labrador_retriever,None,0.0334961,12.0
879008229531029506,2017-06-25 16:07:47,8960766.0,17.0,17359.0,2353.0,Beau,vizsla,None,0.960513,13.0
878776093423087618,2017-06-25 00:45:22,8960766.0,17.0,17707.0,3610.0,Snoopy,Italian_greyhound,puppo,0.734684,13.0
878281511006478336,2017-06-23 16:00:04,8960766.0,17.0,7042.0,1122.0,Shadow,basset,None,0.32042,13.0
878057613040115712,2017-06-23 01:10:23,8960766.0,17.0,38452.0,5994.0,Emmy,French_bulldog,None,0.839097,14.0
877736472329191424,2017-06-22 03:54:17,8960766.0,17.0,72178.0,16645.0,Aja,Chesapeake_Bay_retriever,None,0.8379559999999999,13.0
877556246731214848,2017-06-21 15:58:08,8960766.0,17.0,20721.0,3339.0,Penny,basset,None,0.995368,12.0
877316821321428993,2017-06-21 00:06:44,8960766.0,17.0,25070.0,4583.0,Dante,Saluki,None,0.5099670000000001,13.0
877201837425926144,2017-06-20 16:29:50,8960766.0,17.0,24753.0,4891.0,Nelly,Pembroke,None,0.93112,12.0
876838120628539392,2017-06-19 16:24:33,8960766.0,17.0,18914.0,2933.0,Ginger,bloodhound,pupper,0.575751,12.0
876484053909872640,2017-06-18 16:57:37,8960766.0,17.0,17185.0,2087.0,Benedict,golden_retriever,None,0.874566,13.0
876120275196170240,2017-06-17 16:52:05,8960766.0,17.0,25613.0,4096.0,Venti,Bernese_mountain_dog,None,0.534327,13.0
875747767867523072,2017-06-16 16:11:53,8960766.0,17.0,22971.0,3758.0,Goose,Labrador_retriever,None,0.799551,13.0
875144289856114688,2017-06-15 00:13:52,8960766.0,17.0,20060.0,4323.0,Nugget,Siberian_husky,None,0.245048,13.0
875021211251597312,2017-06-14 16:04:48,8960766.0,17.0,23370.0,4164.0,Not_Available,West_Highland_white_terrier,None,0.7143189999999999,12.0
874680097055178752,2017-06-13 17:29:20,8960766.0,17.0,25481.0,4095.0,Cash,Labrador_retriever,None,0.836052,12.0
874296783580663808,2017-06-12 16:06:11,8960766.0,17.0,23868.0,3647.0,Jed,cocker_spaniel,pupper,0.437216,13.0
874057562936811520,2017-06-12 00:15:36,8960766.0,17.0,20841.0,3517.0,Not_Available,flat-coated_retriever,None,0.8321770000000001,12.0
874012996292530176,2017-06-11 21:18:31,8960766.0,17.0,31299.0,9024.0,Sebastian,Cardigan,puppo,0.806674,13.0
873580283840344065,2017-06-10 16:39:04,8960766.0,17.0,22205.0,3485.0,Not_Available,Newfoundland,None,0.678537,13.0
873213775632977920,2017-06-09 16:22:42,8960766.0,17.0,6565.0,1401.0,Sierra,vizsla,pupper,0.6197819999999999,12.0
872967104147763200,2017-06-09 00:02:31,8960766.0,17.0,24975.0,4783.0,Not_Available,Labrador_retriever,doggo,0.476913,12.0
872820683541237760,2017-06-08 14:20:41,8960766.0,17.0,13536.0,3299.0,Not_Available,pug,None,0.99912,13.0
872620804844003328,2017-06-08 01:06:27,8960766.0,17.0,19042.0,3223.0,Monkey,cocker_spaniel,None,0.513191,13.0
872486979161796608,2017-06-07 16:14:40,8960766.0,17.0,37412.0,8066.0,Not_Available,Pembroke,None,0.931861,12.0
872122724285648897,2017-06-06 16:07:15,8960766.0,17.0,31427.0,7187.0,Kody,pug,None,0.06673630000000001,12.0
871879754684805121,2017-06-06 00:01:46,8960766.0,17.0,34435.0,9699.0,Lassie,Shetland_sheepdog,None,0.969171,13.0
871762521631449091,2017-06-05 16:15:56,8960766.0,17.0,18560.0,3089.0,Rover,Labrador_retriever,pupper,0.921393,12.0
871515927908634625,2017-06-04 23:56:03,8960766.0,17.0,18540.0,3083.0,Napolean,komondor,doggo,0.974781,12.0
871032628920680449,2017-06-03 15:55:36,8960766.0,17.0,20922.0,3386.0,Boomer,kelpie,None,0.3980530000000001,13.0
870656317836468226,2017-06-02 15:00:16,8960766.0,17.0,11312.0,2317.0,Cody,Pembroke,None,0.945495,13.0
870374049280663552,2017-06-01 20:18:38,8960766.0,17.0,76622.0,23754.0,Zoey,golden_retriever,None,0.841001,13.0
870308999962521604,2017-06-01 16:00:09,8960766.0,17.0,20176.0,3694.0,Rumble,Greater_Swiss_Mountain_dog,None,0.6227520000000001,13.0
869772420881756160,2017-05-31 04:27:59,8960766.0,17.0,39286.0,9072.0,Dewey,Pembroke,None,0.980148,13.0
869702957897576449,2017-05-30 23:51:58,8960766.0,17.0,25964.0,5616.0,Stanley,Pembroke,None,0.993449,13.0
869596645499047938,2017-05-30 16:49:31,8960766.0,17.0,14724.0,2776.0,Scout,Chihuahua,doggo,0.955156,12.0
869227993411051520,2017-05-29 16:24:37,8960766.0,17.0,18831.0,3360.0,Gizmo,Pembroke,None,0.664181,13.0
868880397819494401,2017-05-28 17:23:24,8960766.0,17.0,60200.0,12865.0,Walter,French_bulldog,None,0.0999839,14.0
868622495443632128,2017-05-28 00:18:35,8960766.0,17.0,24520.0,4724.0,Not_Available,Labrador_retriever,None,0.868107,13.0
868552278524837888,2017-05-27 19:39:34,8960766.0,17.0,9293.0,1839.0,Cooper,whippet,None,0.378151,12.0
867900495410671616,2017-05-26 00:29:37,8960766.0,17.0,22366.0,3754.0,Not_Available,Labrador_retriever,None,0.522644,12.0
867774946302451713,2017-05-25 16:10:44,8960766.0,17.0,31396.0,6571.0,Harold,Border_collie,None,0.661953,13.0
867421006826221569,2017-05-24 16:44:18,8960766.0,17.0,14839.0,2233.0,Shikha,Eskimo_dog,puppo,0.6164569999999999,12.0
867051520902168576,2017-05-23 16:16:06,8960766.0,17.0,29772.0,7084.0,Not_Available,Samoyed,None,0.471403,13.0
866686824827068416,2017-05-22 16:06:55,8960766.0,17.0,17809.0,3107.0,Lili,flat-coated_retriever,None,0.51473,12.0
866450705531457537,2017-05-22 00:28:40,8960766.0,17.0,112964.0,31717.0,Jamesy,French_bulldog,pupper,0.905334,13.0
866334964761202691,2017-05-21 16:48:45,8960766.0,17.0,48401.0,12821.0,Coco,Samoyed,None,0.984086,12.0
865718153858494464,2017-05-19 23:57:46,8960766.0,17.0,23813.0,5070.0,Boomer,golden_retriever,None,0.673664,13.0
865359393868664832,2017-05-19 00:12:11,8960766.0,17.0,24503.0,4511.0,Sammy,Chesapeake_Bay_retriever,None,0.832435,13.0
865006731092295680,2017-05-18 00:50:50,8960766.0,17.0,25970.0,6984.0,Nelly,Pembroke,None,0.989882,13.0
864279568663928832,2017-05-16 00:41:21,8960766.0,17.0,13546.0,2713.0,Meatball,bull_mastiff,None,0.668613,12.0
864197398364647424,2017-05-15 19:14:50,8960766.0,17.0,27758.0,7964.0,Paisley,golden_retriever,None,0.945905,13.0
863553081350529029,2017-05-14 00:34:33,8960766.0,17.0,14149.0,3794.0,Neptune,Eskimo_dog,None,0.41333,13.0
863432100342583297,2017-05-13 16:33:49,8960766.0,17.0,22078.0,4748.0,Belle,Staffordshire_bullterrier,None,0.690517,12.0
863062471531167744,2017-05-12 16:05:02,8960766.0,17.0,7825.0,2184.0,Quinn,French_bulldog,None,0.935804,13.0
862831371563274240,2017-05-12 00:46:44,8960766.0,17.0,17830.0,4657.0,Zooey,Australian_terrier,None,0.207281,13.0
862722525377298433,2017-05-11 17:34:13,8960766.0,17.0,15912.0,3222.0,Dave,basset,None,0.39333,11.0
862096992088072192,2017-05-10 00:08:34,8960766.0,17.0,68903.0,20980.0,Not_Available,chow,None,0.677589,13.0
861383897657036800,2017-05-08 00:54:59,8960766.0,17.0,33594.0,9738.0,Hobbes,Cardigan,None,0.771008,13.0
861288531465048066,2017-05-07 18:36:02,8960766.0,17.0,15967.0,3765.0,Not_Available,Bouvier_des_Flandres,None,0.0826102,13.0
861005113778896900,2017-05-06 23:49:50,8960766.0,17.0,15562.0,3481.0,Burt,German_shepherd,None,0.507951,12.0
860563773140209665,2017-05-05 18:36:06,8960766.0,17.0,6977.0,1944.0,Lorenzo,Cardigan,None,0.583936,13.0
860524505164394496,2017-05-05 16:00:04,8960766.0,17.0,22061.0,4819.0,Carl,Bedlington_terrier,None,0.286558,13.0
859924526012018688,2017-05-04 00:15:58,8960766.0,17.0,18324.0,3750.0,Milky,French_bulldog,None,0.254587,12.0
859851578198683649,2017-05-03 19:26:06,8960766.0,17.0,14445.0,3224.0,Trooper,Labrador_retriever,None,0.899086,13.0
859607811541651456,2017-05-03 03:17:27,8960766.0,17.0,17441.0,1416.0,Not_Available,golden_retriever,puppo,0.8955290000000001,13.0
859196978902773760,2017-05-02 00:04:57,8960766.0,17.0,83842.0,27557.0,Not_Available,malamute,None,0.216163,12.0
858843525470990336,2017-05-01 00:40:27,8960766.0,17.0,14633.0,3182.0,Not_Available,golden_retriever,doggo,0.57812,13.0
858471635011153920,2017-04-30 00:02:42,8960766.0,17.0,20214.0,4477.0,Sophie,Pembroke,None,0.987407,13.0
858107933456039936,2017-04-28 23:57:28,8960766.0,17.0,14767.0,2651.0,Wyatt,golden_retriever,None,0.863874,12.0
857989990357356544,2017-04-28 16:08:49,8960766.0,17.0,15069.0,2372.0,Rosie,French_bulldog,None,0.43258,12.0
857746408056729600,2017-04-28 00:00:54,8960766.0,17.0,32067.0,9782.0,Thor,Labrador_retriever,None,0.919832,13.0
857393404942143489,2017-04-27 00:38:11,8960766.0,17.0,5525.0,1510.0,Not_Available,malamute,None,0.8415969999999999,13.0
857263160327368704,2017-04-26 16:00:39,8960766.0,17.0,18881.0,4161.0,Oscar,Samoyed,None,0.998021,13.0
857029823797047296,2017-04-26 00:33:27,8960766.0,17.0,17705.0,3668.0,Zeke,golden_retriever,None,0.968623,12.0
856543823941562368,2017-04-24 16:22:16,8960766.0,17.0,15408.0,2667.0,Callie,Boston_bull,None,0.30691,12.0
856282028240666624,2017-04-23 23:01:59,8960766.0,17.0,26144.0,5820.0,Cermet,Chihuahua,None,0.8765430000000001,14.0
855851453814013952,2017-04-22 18:31:02,8960766.0,17.0,43340.0,16797.0,Not_Available,flat-coated_retriever,doggo,0.321676,13.0
855459453768019968,2017-04-21 16:33:22,8960766.0,17.0,28121.0,7639.0,Not_Available,Blenheim_spaniel,None,0.389513,12.0
854732716440526848,2017-04-19 16:25:34,8960766.0,17.0,21501.0,5644.0,Marlee,Pembroke,None,0.6955479999999999,12.0
854482394044301312,2017-04-18 23:50:52,8960766.0,17.0,27622.0,6344.0,Arya,Chihuahua,None,0.26024200000000003,13.0
854365224396361728,2017-04-18 16:05:17,8960766.0,17.0,17889.0,4367.0,Einstein,Pembroke,None,0.90708,13.0
854120357044912130,2017-04-17 23:52:16,8960766.0,17.0,30305.0,6950.0,Not_Available,black-and-tan_coonhound,pupper,0.8548610000000001,14.0
854010172552949760,2017-04-17 16:34:26,8960766.0,17.0,15413.0,2937.0,Not_Available,English_springer,doggo,0.354733,11.0
853760880890318849,2017-04-17 00:03:50,8960766.0,17.0,27114.0,5378.0,Alice,miniature_pinscher,None,0.29251900000000003,12.0
853639147608842240,2017-04-16 16:00:07,8960766.0,17.0,32856.0,9343.0,Not_Available,German_shepherd,None,0.509879,13.0
852912242202992640,2017-04-14 15:51:39,8960766.0,17.0,8559.0,1690.0,Benny,Great_Dane,None,0.7837649999999999,12.0
852672615818899456,2017-04-13 23:59:28,8960766.0,17.0,14195.0,2025.0,Aspen,golden_retriever,None,0.7112350000000001,12.0
852553447878664193,2017-04-13 16:05:56,8960766.0,17.0,15470.0,3258.0,Jarod,bloodhound,None,0.186498,13.0
852189679701164033,2017-04-12 16:00:27,8960766.0,17.0,10941.0,1490.0,Sailor,Bernese_mountain_dog,None,0.415374,12.0
851591660324737024,2017-04-11 00:24:08,8960766.0,17.0,15521.0,3265.0,Not_Available,Cardigan,None,0.394507,11.0
851224888060895234,2017-04-10 00:06:42,8960766.0,17.0,19754.0,5409.0,Snoop,standard_poodle,None,0.00568265,13.0
850753642995093505,2017-04-08 16:54:09,8960766.0,17.0,29340.0,8524.0,Kyle,pug,None,0.996952,11.0
850380195714523136,2017-04-07 16:10:12,8960766.0,17.0,12525.0,2447.0,Leo,Yorkshire_terrier,None,0.249012,13.0
850145622816686080,2017-04-07 00:38:06,8960766.0,17.0,15610.0,3566.0,Riley,kelpie,None,0.10539,11.0
850019790995546112,2017-04-06 16:18:05,8960766.0,17.0,19521.0,4589.0,Boomer,Shetland_sheepdog,pupper,0.759907,12.0
849776966551130114,2017-04-06 00:13:11,8960766.0,17.0,29065.0,7159.0,Not_Available,Chihuahua,None,0.292092,12.0
849412302885593088,2017-04-05 00:04:08,8960766.0,17.0,15208.0,2966.0,Noosh,schipperke,None,0.907559,12.0
848690551926992896,2017-04-03 00:16:10,8960766.0,17.0,24164.0,4092.0,Not_Available,flat-coated_retriever,None,0.8236479999999999,12.0
848324959059550208,2017-04-02 00:03:26,8960766.0,17.0,23709.0,4374.0,Odin,malamute,None,0.5445760000000001,12.0
848212111729840128,2017-04-01 16:35:01,8960766.0,17.0,15649.0,2852.0,Jerry,Bedlington_terrier,None,0.333486,6.0
847842811428974592,2017-03-31 16:07:33,8960766.0,17.0,5205.0,1248.0,Rontu,Bernese_mountain_dog,None,0.951337,12.0
847606175596138505,2017-03-31 00:27:14,8960766.0,17.0,18034.0,3246.0,Cannon,Cardigan,None,0.413688,12.0
847251039262605312,2017-03-30 00:56:03,8960766.0,17.0,19704.0,4104.0,Furzey,Airedale,None,0.49538,12.0
847157206088847362,2017-03-29 18:43:12,8960766.0,17.0,19064.0,5530.0,Daisy,Staffordshire_bullterrier,None,0.21960900000000005,11.0
847116187444137987,2017-03-29 16:00:12,8960766.0,17.0,20647.0,3019.0,Not_Available,American_Staffordshire_terrier,None,0.113434,11.0
846874817362120707,2017-03-29 00:01:05,8960766.0,17.0,19316.0,3728.0,Tuck,Shetland_sheepdog,None,0.450539,13.0
846514051647705089,2017-03-28 00:07:32,8960766.0,17.0,42841.0,10940.0,Barney,golden_retriever,doggo,0.650003,13.0
846153765933735936,2017-03-27 00:15:53,8960766.0,17.0,30337.0,8573.0,Vixen,giant_schnauzer,None,0.346468,13.0
846042936437604353,2017-03-26 16:55:29,8960766.0,17.0,15382.0,2712.0,Jarvis,golden_retriever,None,0.96111,12.0
845812042753855489,2017-03-26 01:38:00,8960766.0,17.0,28126.0,8255.0,Not_Available,Samoyed,None,0.979803,13.0
845677943972139009,2017-03-25 16:45:08,8960766.0,17.0,24283.0,4578.0,Not_Available,chow,None,0.8086810000000001,12.0
845397057150107648,2017-03-24 22:08:59,8960767.0,17.0,7339.0,1694.0,Mimosa,Dandie_Dinmont,doggo,0.394404,13.0
845306882940190720,2017-03-24 16:10:40,8960767.0,17.0,22478.0,5105.0,Pickles,Irish_water_spaniel,pupper,0.567475,12.0
844973813909606400,2017-03-23 18:07:10,8960767.0,17.0,14475.0,3011.0,Brady,Labrador_retriever,None,0.742421,12.0
844223788422217728,2017-03-21 16:26:50,8960767.0,17.0,13192.0,2076.0,Margo,Labrador_retriever,None,0.71951,12.0
843856843873095681,2017-03-20 16:08:44,8960767.0,17.0,20731.0,4388.0,Sadie,Labrador_retriever,None,0.92254,12.0
843604394117681152,2017-03-19 23:25:35,8960767.0,17.0,16310.0,2602.0,Hank,Labrador_retriever,None,0.430583,11.0
843235543001513987,2017-03-18 22:59:54,8960767.0,17.0,20762.0,5708.0,Tycho,Pembroke,None,0.958452,13.0
842846295480000512,2017-03-17 21:13:10,8960767.0,17.0,14789.0,3466.0,Charlie,Labrador_retriever,None,0.461076,13.0
842765311967449089,2017-03-17 15:51:22,8960767.0,17.0,6501.0,1205.0,Indie,Labrador_retriever,None,0.0293399,12.0
842535590457499648,2017-03-17 00:38:32,8960767.0,17.0,17525.0,3350.0,Winnie,Pembroke,None,0.685084,13.0
842163532590374912,2017-03-16 00:00:07,8960767.0,17.0,23616.0,5522.0,George,French_bulldog,None,0.891227,12.0
842115215311396866,2017-03-15 20:48:07,8960767.0,17.0,13525.0,2885.0,Bentley,chow,None,0.293493,12.0
841680585030541313,2017-03-14 16:01:03,8960767.0,17.0,24953.0,7490.0,Penny,Chihuahua,None,0.547401,12.0
841439858740625411,2017-03-14 00:04:30,8960767.0,17.0,12197.0,3494.0,Not_Available,Labrador_retriever,None,0.0481999,14.0
841314665196081154,2017-03-13 15:47:01,8960767.0,17.0,15312.0,4431.0,Max,Afghan_hound,None,0.903712,13.0
841077006473256960,2017-03-13 00:02:39,8960767.0,17.0,22131.0,5089.0,Dawn,Brittany_spaniel,None,0.962985,12.0
840632337062862849,2017-03-11 18:35:42,8960767.0,17.0,8705.0,1677.0,Maddie,golden_retriever,None,0.711148,12.0
840268004936019968,2017-03-10 18:27:58,8960767.0,17.0,18650.0,5487.0,Monty,Chesapeake_Bay_retriever,None,0.8639870000000001,12.0
839990271299457024,2017-03-10 00:04:21,8960767.0,17.0,13012.0,2174.0,Sojourner,Staffordshire_bullterrier,None,0.604938,13.0
839549326359670784,2017-03-08 18:52:12,8960767.0,17.0,26582.0,7434.0,Winston,Norwich_terrier,None,0.05248,12.0
839239871831150596,2017-03-07 22:22:32,8960767.0,17.0,26281.0,6239.0,Odie,Leonberg,None,0.927021,13.0
838921590096166913,2017-03-07 01:17:48,8960767.0,17.0,10807.0,1955.0,Arlo,Border_terrier,None,0.664538,13.0
838561493054533637,2017-03-06 01:26:54,8960767.0,17.0,10641.0,1273.0,Walter,kelpie,None,0.216562,13.0
838476387338051585,2017-03-05 19:48:43,8960767.0,17.0,21813.0,4553.0,Stanley,Great_Pyrenees,None,0.997692,13.0
838083903487373313,2017-03-04 17:49:08,8960767.0,17.0,17138.0,2993.0,Daisy,chow,None,0.800975,13.0
837820167694528512,2017-03-04 00:21:08,8960767.0,17.0,33094.0,7536.0,Not_Available,golden_retriever,pupper,0.887625,12.0
837471256429613056,2017-03-03 01:14:41,8960767.0,17.0,12438.0,2167.0,Vincent,Norwegian_elkhound,None,0.976255,12.0
837110210464448512,2017-03-02 01:20:01,8960767.0,17.0,15600.0,2271.0,Clark,Siberian_husky,pupper,0.767696,13.0
836989968035819520,2017-03-01 17:22:13,8960767.0,17.0,12409.0,2211.0,Mookie,toy_poodle,None,0.005887300000000001,12.0
836753516572119041,2017-03-01 01:42:39,8960767.0,17.0,18834.0,4464.0,Meera,schipperke,doggo,0.0115635,12.0
836260088725786625,2017-02-27 17:01:56,8960767.0,17.0,20741.0,4151.0,Lucy,borzoi,None,0.564688,13.0
836001077879255040,2017-02-26 23:52:43,8960767.0,17.0,18551.0,4104.0,Not_Available,Samoyed,None,0.963558,13.0
835574547218894849,2017-02-25 19:37:50,8960767.0,17.0,17332.0,3468.0,Eli,Staffordshire_bullterrier,None,0.6106550000000001,11.0
835297930240217089,2017-02-25 01:18:40,8960767.0,17.0,16049.0,2884.0,Ash,Rottweiler,None,0.341276,12.0
835264098648616962,2017-02-24 23:04:14,8960767.0,17.0,7514.0,1622.0,Lola,Chesapeake_Bay_retriever,None,0.0875033,12.0
835172783151792128,2017-02-24 17:01:22,8960767.0,17.0,25484.0,5550.0,Not_Available,Border_collie,None,0.663138,12.0
835152434251116546,2017-02-24 15:40:31,8960767.0,17.0,21785.0,2889.0,Not_Available,American_Staffordshire_terrier,None,0.0127309,0.0
834931633769889797,2017-02-24 01:03:08,8960767.0,17.0,10509.0,1562.0,Tucker,soft-coated_wheaten_terrier,None,0.196476,12.0
834786237630337024,2017-02-23 15:25:23,8960767.0,17.0,20907.0,5332.0,Tobi,Border_terrier,None,0.156276,13.0
834574053763584002,2017-02-23 01:22:14,8960767.0,17.0,13301.0,2424.0,Not_Available,golden_retriever,doggo,0.226564,13.0
834458053273591808,2017-02-22 17:41:18,8960767.0,17.0,9374.0,1613.0,Chester,Rhodesian_ridgeback,None,0.468619,12.0
834209720923721728,2017-02-22 01:14:30,8960767.0,17.0,20020.0,4569.0,Wilson,golden_retriever,None,0.754799,12.0
834086379323871233,2017-02-21 17:04:24,8960767.0,17.0,12728.0,2127.0,Lipton,Labrador_retriever,None,0.0452627,12.0
833863086058651648,2017-02-21 02:17:06,8960767.0,17.0,13106.0,2319.0,Bentley,kuvasz,None,0.494969,12.0
833826103416520705,2017-02-20 23:50:09,8960767.0,17.0,17676.0,3625.0,Charlie,Chihuahua,None,0.438054,13.0
833722901757046785,2017-02-20 17:00:04,8960767.0,17.0,20365.0,3124.0,Bronte,West_Highland_white_terrier,None,0.918144,13.0
833479644947025920,2017-02-20 00:53:27,8960767.0,17.0,14507.0,1968.0,Poppy,golden_retriever,None,0.727039,13.0
833124694597443584,2017-02-19 01:23:00,8960767.0,17.0,19729.0,4674.0,Gidget,Cardigan,pupper,0.7105229999999999,12.0
832998151111966721,2017-02-18 17:00:10,8960767.0,17.0,12930.0,2121.0,Rhino,boxer,doggo,0.539036,13.0
